Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Russia,RUS,--,--,--,--,--,--,--,--,--,--,--,--,148916,148135.4,148200.8,148291.4,148084.6,147853.8,147635.5,147242,146717.8,146117.3,145939.5,145794.2,145180.1,144597.9,144102.9,143859.8,143811.8,143869.2,143934.5,144043.8,144291,144604.1,144925.7,145307.6,145778.7,146186.8,146430.1,146533.1,146371.3,145836.2,145579.9,145440.5,144820.4
Rwanda,RWA,5353.259,5527.23,5711.549,5905.311,6107.627,6317.228,6531.881,6749.493,6968.071,7184.706,7375.307,7526.966,7683.266,7981.132,6792.352,5674.118,6708.764,7755.238,8081.681,8147.912,8213.931,8287.094,8400.18,8586.875,8816.844,9054.528,9299.246,9549.933,9804.269,10060.43,10317.55,10573.73,10829.9,11093.34,11364.76,11640.02,11919.18,12202.06,12488,12776.1,13065.84,13355.26,13651.03,13954.47,14256.57
Saudi Arabia,SAU,5748.397,6102.496,6486.422,6893.652,7316.006,7747.964,8201.202,8677.912,9152.165,9626.664,10113.58,10607.87,11107.75,11610.72,12118.44,12630.94,13145.86,13662.86,14182.99,14705.64,15376.32,16197.22,17023.65,17856.13,18695.12,19541.41,20396.12,21260.25,22134.27,23017.98,23978.49,25091.87,26168.86,27624,28309.27,29816.38,30954.2,30977.36,30196.28,30063.8,31552.51,30784.38,32175.23,33702.73,35300.28
Former Serbia and Montenegro,SCG,--,--,--,--,--,--,--,--,--,--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sudan,SDN,17058.9,17780.57,18486.64,19109.77,19546.53,19905.87,20288.24,20704.9,21138.43,21578.02,22021.48,22470.68,22927.36,23445.59,24043.95,24672.14,25231.53,25799.82,26459,27130.61,27816.74,28516.77,29228.73,29896.04,30556.64,31262.44,31992.44,32764.13,33623.98,34569.11,35414.4,36140.8,36923.18,37785.85,38823.32,40024.43,41259.89,42714.3,44230.6,45548.18,46789.23,48066.93,49383.35,50042.79,50448.96
Senegal,SEN,5845.638,5997.16,6156.961,6324.504,6499.364,6683.287,6878.192,7081.53,7289.618,7502.207,7720.523,7943.085,8168.395,8396.288,8624.078,8848.101,9067.014,9283.495,9502.952,9730.887,9968.26,10212.94,10466.21,10721.18,10975.7,11235.47,11500.09,11770.34,12048.96,12337.39,12635.41,12958.9,13310.5,13710.85,14152.1,14593.33,15034.52,15475,15914.5,16352.92,16789.22,17220.87,17651.1,18077.57,18501.98
Singapore,SGP,2434.334,2546.71,2645.851,2688.491,2729.724,2735.239,2741.3,2785.573,2857.549,2947.395,3056.358,3147.514,3240.242,3328.094,3432.223,3545.327,3685.067,3812.8,3924.923,3969.722,4044.212,4138.243,4162.118,4128.366,4182.005,4284.994,4427.996,4623.922,4851.504,4995.029,5091.214,5201.144,5320.651,5406.972,5477.553,5544.475,5603.697,5616.896,5649.192,5696.183,5643.372,5502.479,5678.174,5922.461,6036.297
Saint Helena,SHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,SLB,238.135,246.555,255.2,264.068,273.163,282.455,291.842,301.414,311.265,321.282,331.435,341.738,352.205,362.839,373.675,384.733,396.009,407.474,419.071,430.5,440.469,449.125,457.671,466.154,474.611,483.08,491.594,500.156,508.79,518.141,532.968,552.945,573.606,594.945,616.908,639.415,662.379,685.672,709.101,728.147,744.498,762.591,781.066,800.005,819.198
Sierra Leone,SLE,3272.089,3338.94,3408.183,3481.646,3558.758,3638.438,3728.38,3829.718,3934.517,4034.037,4196.828,4246.267,4166.366,4157.13,4173.105,4179.179,4199.21,4253.716,4295.785,4318.043,4423.611,4692.716,4971.435,5177.687,5355.717,5501.712,5624.466,5749.352,5894.722,6055.646,6222.714,6387.251,6551.08,6714.051,6876.385,7037.655,7205.328,7379.299,7554.563,7731.991,7912.558,8094.602,8276.807,8460.512,8642.022
El Salvador,SLV,4540.382,4570.599,4622.477,4707.367,4798.003,4894.706,4992.769,5092.441,5195.833,5298.979,5399.726,5495.077,5585.609,5659.957,5714.129,5762.131,5805.286,5844.578,5880.781,5913.9,5943.366,5968.06,5986.631,5998.599,6004.671,6005.578,6002.319,6009.824,6029.297,6048.279,6068.249,6090.127,6113.975,6138.839,6162.955,6183.676,6200.8,6213.533,6219.807,6222.318,6234.673,6255.782,6280.319,6309.624,6338.193
Somalia,SOM,5936.154,5982.849,6003.84,6198.43,6428.389,6693.289,6974.788,7228.302,7235.36,7114.817,7082.811,6813.76,6495.107,6681.399,7026.797,7285.007,7554.474,7824.525,8155.417,8492.059,8838.713,9198.493,9550.063,9909.157,10281,10644.23,10975.5,11322.58,11663.08,11961.2,12261.76,12348.83,12461.16,12869.59,13339.49,13806.96,14348.74,14916.63,15452.49,16030.97,16651.19,17271.43,17801.9,18358.62,19009.15
Saint Pierre and Miquelon,SPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,SRB,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7411.569,7381.579,7350.222,7320.807,7291.436,7236.519,7201.497,7166.553,7131.787,7095.383,7058.322,7020.858,6982.604,6945.235,6899.126,6834.326,6664.449,6623.183,6586.476
South Sudan,SSD,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10756.24,11166.28,11235.07,11107.56,10830.1,10259.15,10122.98,10423.38,10698.47,10865.78,11021.18,11483.37,11943.41
Sao Tome and Principe,STP,98.544,100.615,102.508,104.38,106.394,108.658,111.15,113.919,116.939,119.979,122.98,125.697,128.11,130.467,132.732,134.895,136.962,138.922,140.751,142.442,144.018,146.375,149.922,153.814,157.705,161.639,165.638,169.7,173.793,177.853,181.802,185.649,189.439,193.148,196.767,200.291,203.689,206.97,210.187,213.392,217.435,221.961,226.305,230.871,235.536
Former U.S.S.R.,SUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Suriname,SUR,375.377,375.459,376.555,378.746,382.193,386.972,392.33,396.911,402.227,408.409,412.493,415.013,417.589,419.352,422.375,429.606,438.83,448.067,457.406,466.916,476.643,486.56,496.551,506.414,513.923,519.313,524.997,531.016,537.245,543.568,549.923,556.269,562.633,569.02,575.373,581.627,587.757,593.713,599.513,605.768,612.317,617.896,623.164,628.886,634.431
Slovakia,SVK,--,--,--,--,--,--,--,--,--,--,--,--,--,5328.093,5348.8,5363.446,5374.754,5384.381,5391.232,5396.679,5386.235,5378.888,5376.402,5373,5372.381,5372.837,5373.085,5374.982,5380.024,5387.406,5391.683,5399.869,5408.394,5414.032,5419.324,5424.413,5431.934,5440.203,5447.684,5455.079,5459.066,5444.113,5431.012,5426.226,5414.557
Slovenia,SVN,--,--,--,--,--,--,--,--,--,--,--,--,1995.895,1991.162,1989.451,1989.97,1988.218,1985.698,1980.805,1984.222,1989.217,1992.552,1994.656,1995.908,1997.156,2001.195,2007.745,2010.309,2024.077,2041.496,2048.984,2053.506,2057.574,2060.236,2062.203,2063.695,2065.255,2066.51,2075.647,2090.254,2104.059,2107.854,2113.3,2121.333,2124.472
Sweden,SWE,8312.389,8321.137,8325.819,8329.419,8338.111,8352.324,8372.751,8401.875,8442.088,8501.482,8566.783,8624.062,8674.053,8725.198,8789.654,8829.578,8841.873,8846.453,8851.811,8858.762,8874.78,8899.252,8928.915,8962.59,8997.996,9034.117,9088.692,9156.801,9228.814,9309.057,9387.487,9457.624,9528.504,9611.5,9708.921,9812.144,9941.103,10073.33,10188.96,10291.06,10359.91,10424.94,10495.59,10540.4,10567.3
Eswatini,SWZ,596.644,616.808,637.652,658.957,680.783,706.196,734.732,763.811,799.798,837.8,872.428,908.189,943.416,971.318,971.212,970.433,989.841,1006.635,1019.653,1030.782,1041.414,1051.064,1059.441,1066.7,1073.159,1079.022,1084.436,1090.705,1098.091,1105.153,1111.65,1117.833,1123.863,1129.99,1136.299,1142.813,1149.507,1158.195,1168.929,1179.874,1192.729,1206.593,1218.917,1230.506,1242.822
Seychelles,SYC,66.26,66.95,67.65,68.36,69.083,69.82301,70.564,71.338,72.21,73.118,73.98301,74.817,75.617,76.409,77.261,78.126,78.882,79.65,80.722,82.021,83.318,84.606,85.857,87.034,88.15601,89.266,90.373,91.468,92.547,93.628,94.971,97.02399,99.54298,102.093,104.654,107.23,109.821,112.427,115.04,117.65,120.291,122.987,125.522,127.951,130.418
Syria,SYR,8957.663,9260.189,9572.511,9904.809,10258.4,10625.67,11002.84,11388.92,11782.26,12179.06,12579.21,12980.82,13385.57,13795.69,14208.58,14616.8,15018.1,15417.54,15820.41,16228.06,16637.89,17051.34,17468.33,17889.3,18336.88,18814.09,19637.02,20884.13,21636.56,21976.97,22482.42,22878.1,22759.76,21666.92,20273.66,19424.62,19193.83,19224.67,19577.85,20353.53,21049.43,21628.84,22462.17,23594.62,24672.76
Turks and Caicos Islands,TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,4515.453,4520.959,4738.483,4979.13,5045.145,5096.269,5251.069,5438.309,5625.602,5819.586,5982.833,6205.676,6474.656,6629.146,6783.45,7089.064,7410.108,7670.366,7938.84,8222.705,8512.093,8804.124,9116.192,9487.833,9920.036,10328.09,10706.42,11081.66,11476.3,11893.75,12312.58,12755,13211,13691.08,14188.68,14647.62,15114.66,15622.76,16156.53,16685.22,17224.68,17828.27,18455.32,19319.06,20299.12
Togo,TGO,2920.894,3013.043,3115.042,3222.899,3332.837,3441.091,3547.952,3657.508,3769.742,3883.411,3998.761,4115.56,4233.617,4207.453,4222.94,4410.832,4577.86,4725.03,4860.913,5000.269,5140.037,5277.382,5413.274,5552.167,5696.508,5844.631,6010.668,6188.344,6368.812,6551.865,6732.59,6916.474,7100.736,7285.442,7472.45,7663.195,7858.289,8057.14,8258.778,8463.068,8669.72,8878.379,9089.738,9304.337,9515.236
Thailand,THA,45650.02,46575.86,47494.58,48423.3,49351.71,50270.75,51177.83,52074.11,52969.59,53848.95,54738.33,55637.43,56528.84,57408.2,58260.85,59098.23,59920.06,60724.58,61522.62,62299.04,63007.81,63651.14,64266.44,64868.16,65452.05,66017.42,66567.69,67102.39,67619.83,68121.08,68579.45,69007.2,69436.1,69845.11,70216.37,70540.8,70859.84,71160.19,71376.08,71522.27,71641.48,71727.34,71735.34,71702.43,71668.02
Tajikistan,TJK,--,--,--,--,--,--,--,--,--,--,--,--,5649.4,5724.993,5825.368,5948.584,6066.523,6139.829,6176.397,6208.37,6284.735,6407.377,6531.669,6658.575,6790.547,6924.72,7057.566,7194.477,7338.403,7490.23,7652.141,7824.785,8014.084,8216.724,8425.552,8643.84,8865.631,9085.946,9307.333,9529.966,9749.31,9966.908,10182.22,10389.8,10590.93
Turkmenistan,TKM,--,--,--,--,--,--,--,--,--,--,--,--,3944.689,4032.407,4116.662,4191.203,4263.819,4336.73,4410.507,4492.17,4582.677,4675.409,4769.465,4863.865,4958.093,5052.257,5147.105,5244.046,5345.029,5451.592,5564.356,5683.417,5808.546,5939.341,6075.283,6215.77,6360.041,6507.061,6655.524,6803.944,6949.912,7092.043,7230.193,7364.438,7494.498
Timor-Leste,TLS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,916.878,929.074,948.311,976.597,1004.889,1032.429,1058.782,1084.679,1110.207,1134.885,1158.695,1181.903,1205.131,1228.312,1251.703,1275.959,1300.945,1326.053,1350.139,1369.295,1384.286,1400.638
Tonga,TON,97.769,97.909,97.98,97.998,97.99,97.984,98.01,98.376,98.969,99.403,99.7,99.895,100.022,100.103,100.166,100.225,100.275,100.674,101.388,102.046,102.677,103.288,103.874,104.464,105.071,105.671,106.253,106.726,107.02,107.203,107.4,107.57,107.46,107.078,106.609,106.095,105.524,105.356,105.567,105.669,105.704,105.49,105.042,104.597,104.175
Trinidad and Tobago,TTO,1121.744,1135.132,1147.927,1160.534,1172.984,1187.366,1203.124,1217.364,1230.069,1241.6,1252.208,1262.171,1271.674,1280.466,1288.341,1295.169,1300.928,1305.836,1310.225,1314.708,1319.774,1325.567,1332.011,1338.709,1345.38,1352.034,1358.698,1365.377,1372.084,1379.056,1386.654,1394.983,1403.809,1412.653,1421.131,1429.188,1437.026,1445.261,1470.518,1484.894,1481.024,1487.717,1495.921,1502.932,1507.782
Tunisia,TUN,6606.194,6758.284,6908.642,7053.8,7220.044,7409.903,7600.301,7789.987,7974.439,8151.66,8324.509,8501.826,8682.512,8857.91,9018.448,9161.258,9294.432,9421.27,9541.667,9655.963,9764.935,9869.677,9971.515,10071.63,10166.16,10255.47,10346.41,10441.7,10542.64,10650.68,10765.98,10886.04,11009.65,11141.37,11274.29,11402.26,11528.67,11650.5,11765.51,11875.08,11974.06,12048.62,12119.33,12200.43,12277.11
Turkiye,TUR,45408.82,46321.19,47322.09,48447.41,49574.07,50687.11,51777.77,52843.67,53909.63,54976.73,56015.63,57009.89,57990.12,58999.17,60033.84,61024.5,61951.13,62852.97,63734.38,64591.92,65425.96,66245.13,67048.8,67831.73,68592.62,69329.55,70045.34,70750.59,71562.34,72464.84,73346.77,74215.2,75197.2,76403.04,78036.16,80014.23,81652.09,83083.66,84415.97,85357.67,86091.7,86686.26,87058.47,87270.51,87473.8
Tuvalu,TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan,TWN,18086.52,18412.83,18723.98,19022.62,19306.77,19571.69,19805.98,20015.82,20223.65,20418.91,20594.91,20781.75,20982.09,21174.68,21357.14,21534.49,21709.28,21885.33,22049.23,22203.78,22332.87,22446.26,22566.9,22664.12,22745.43,22824.93,22914.63,23006.92,23086.24,23164.36,23224.05,23273.08,23345.96,23416.88,23472.82,23529.25,23586.14,23632.95,23659.3,23674.14,23663.46,23558.34,23420.11,23317.14,23213.96
Tanzania,TZA,19189.77,19784.7,20398.57,21079.87,21779.06,22501.7,23258.96,24030.38,24769.69,25438.76,26110.21,26780.44,27457.59,28332.69,29442.35,30383.5,30945.76,31578.09,32420.46,33300.33,34260.14,35198.3,36121.3,37089.55,38109.67,39182.08,40294.91,41435.51,42570.73,43633.98,44758.48,46029.37,47374.26,48824.13,50351.52,52020.96,53824.01,55652.89,57437.15,59174.89,60972.8,62830.41,64711.82,66617.6,68560.16
Uganda,UGA,13275.74,13556.45,13873.63,14221.88,14607.68,15023.68,15467.58,15954.17,16470.48,17010.7,17569.9,18155.9,18785.03,19445.16,20108.8,20665.67,21231.55,21856.04,22515.8,23257.28,24000.15,24745.67,25532.87,26352.12,27154.52,27963.29,28794,29653.43,30539.55,31451.15,32390.8,33354.54,34337.44,35337.04,36395.54,37531.45,38799.15,40177.39,41565.84,42999.64,44457.15,45910.93,47312.72,48656.6,50015.09
Ukraine,UKR,--,--,--,--,--,--,--,--,--,--,--,--,52056.6,52244.1,52114.4,51728.4,51297.1,50818.4,50370.8,49918.1,49429.8,48923.2,48457.1,48003.5,47622.4,47280.8,46929.5,46646,46372.7,46143.7,45962.9,45778.5,45633.6,45553,45426.2,42929.3,42760.5,42584.5,42386.4,42153.2,41902.4,41588.4,41167.3,37639.76,37697
Uruguay,URY,2951.953,2963.246,2975.492,2988.778,3002.488,3017.037,3032.845,3049.896,3067.961,3086.255,3104.403,3122.354,3139.702,3156.345,3172.834,3189.44,3206.324,3223.345,3239.28,3254.015,3266.206,3274.251,3278.867,3281.186,3283.148,3285.771,3289.506,3295.153,3302.177,3310.091,3318.58,3326.825,3335.401,3345.337,3356.334,3368.017,3379.283,3388.438,3394.534,3397.206,3398.968,3396.695,3390.913,3388.081,3386.588
United States,USA,226869.9,229199.6,231394.1,233524.3,235576.6,237662.9,239854.9,242020.6,244231.4,246538.8,249245.8,252504.3,256071.6,259509.8,262728.7,265885.1,269003.4,272248.2,275462.4,278643.8,281782.2,284607.6,287282.1,289818.9,292473.7,295173.8,298009.1,300878.9,303733.6,306441,309071.4,311532.2,314026.9,316438.6,318946.8,321505.1,324021.4,326318.2,328279,330015.6,331469.7,332047.6,333765.9,336445,339615.8
U.S. Pacific Islands,USIQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U.S. Territories,USOH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Uzbekistan,UZB,--,--,--,--,--,--,--,--,--,--,--,--,21485.09,21987.96,22463.29,22917.59,23351.98,23758.96,24134.93,24476.01,24787.05,25090.28,25399.98,25711.26,26029.35,26356.97,26699.04,27076.01,27494.77,27939.33,28385.51,28823.2,29261.9,29724.06,30222.99,30749.35,31284.57,31819.18,32373.49,32964.7,33586.37,34243.7,34938.95,35652.31,36361.86
Saint Vincent/Grenadines,VCT,104.213,105.073,105.969,106.838,107.687,108.506,109.281,110.001,110.658,111.272,111.812,112.222,112.509,112.735,112.918,113.047,113.119,113.141,113.18,113.366,113.545,113.501,113.347,113.141,112.835,112.45,112.014,111.531,111.028,110.508,109.959,109.349,108.736,108.135,107.535,106.96,106.349,105.663,104.926,104.167,103.526,102.841,102.046,101.323,100.616
Venezuela,VEN,15258.22,15687.3,16121.87,16562.21,17008.84,17461.43,17923.54,18394.96,18871.02,19348.92,19827.01,20304.89,20780.95,21254.52,21725.19,22193.82,22662.12,23131.69,23601.34,24066.59,24526.71,24979.92,25435.67,25892.7,26340.84,26785.8,27224.69,27649.36,28053.7,28438.3,28813.1,29185.21,29553.83,29912.2,30254.08,30573.97,30765.72,30565.33,29807.59,28938.1,28444.08,28237.83,28213.02,28300.86,28405.54
British Virgin Islands,VGB,11.13,11.479,11.921,12.37,12.82,13.269,13.726,14.194,14.68,15.18,15.704,16.187,16.593,16.989,17.406,17.84,18.287,18.756,19.238,19.73,20.241,20.796,21.43,22.134,22.881,23.665,24.493,25.366,26.288,27.218,27.675,28.71,30.345,31.703,32.962,34.498,33.878,32.699,34.657,36.395,37.135,37.809,38.319,38.985,39.471
U.S. Virgin Islands,VIR,96.567,97.758,98.641,99.446,100.165,100.799,101.329,101.727,101.947,101.928,102.308,103.337,104.418,105.378,106.231,106.971,107.594,108.087,108.422,108.578,108.579,108.525,108.418,108.17,107.835,107.606,107.45,107.229,106.96,106.759,106.311,105.391,104.298,103.157,101.999,100.248,97.787,95.118,92.302,89.373,87.707,87.223,86.507,85.701,84.905
Vietnam,VNM,52490.1,53738.14,55011.29,56337.92,57706.07,59060.62,60347.05,61584.65,62843.23,64147.35,65504.55,66891.77,68260.34,69586.39,70854.39,72049.94,73156.45,74226.89,75299.66,76287.45,77154.02,77969.36,78772.23,79563.78,80338.98,81088.31,82167.9,83633.38,85175.78,86460.02,87455.15,88468.32,89510.36,90573.11,91679.58,92823.25,94000.12,95176.97,96237.32,97173.77,98079.19,98935.09,99680.66,100352.2,100987.6
Vanuatu,VUT,115.66,118.249,121.035,123.998,127.109,130.356,133.72,137.187,140.756,144.393,148.063,151.793,155.608,159.463,163.314,167.137,170.911,174.626,178.313,182.048,186.281,191.031,195.863,200.746,205.711,210.76,215.923,221.276,226.896,232.731,238.248,243.474,248.883,254.482,260.24,266.101,272.087,278.507,285.259,291.985,298.858,305.868,313.046,320.409,327.777
Wake Island,WAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
World,WORL,4234761.0568,4314464.0489,4396490.9211,4478966.5922,4561606.3865,4646359.25131,4733555.2252,4823352.9741,4914322.9246,5043681.9928,5285641.71621,5391214.0815,5478226.689,5579960.8667,5664262.5931,5747849.5656,5831610.7353,5914922.3091,5997462.1804,6079874.3028,6162287.4094,6244736.8396,6326782.6437,6408636.1375,6491049.66511,6574089.2702,6658228.3711,6743536.0691,6829846.7439,6917069.7202,7004914.4009,7103267.92069,7193189.94988,7283850.8184,7372988.8622,7459540.9294,7547241.751,7633247.116,7716192.9673,7796446.4969,7872143.4679,7937995.8764,8008872.3906,8081739.0903,8156650.0801
Australia and New Zealand,WP11,17876.513,18130.439,18408.775,18642.317,18858.131,19093.548,19346.599,19616,19910.902,20217.441,20537.054,20824.405,21014.956,21213.31,21430.605,21685.113,21958.769,22207.966,22434.635,22666.065,22908.541,23175.505,23445.836,23742.71,24027.824,24325.866,24662.221,25088.976,25552.296,26018.981,26401.062,26761.851,27181.733,27600.252,28004.433,28436.674,28914.516,29412.539,29875.942,30330.669,30687.288,30825.775,31218.208,31909.559,32524.655
IEO - Africa,WP12,478538.4401,492987.088,508203.973,523364.701,538672.212,554605.47401,570812.113,587394.843,604285.148,621380.78,638761.64101,655979.894,673349.454,691354.593,709107.715,727130.467,745758.751,764497.861,783964.988,803892.65,824115.808,844927.869,866341.859,888341.898,911039.28001,934432.322,958412.525,983103.819,1008665.134,1034931.859,1061848.105,1099505.16999,1128178.01998,1158090.902,1188506.509,1219338.178,1250447.448,1282118.694,1314608.841,1347186.708,1379982.053,1412894.743,1446004.405,1479869.43,1514218.641
Brazil,WP13,121207.5,124063.1,126923.2,129790.1,132658.9,135515.6,138336.4,141105,143826.3,146502.9,149143.2,151724.2,154275.1,156794.6,159265,161735.1,164202.6,166661.7,169159.7,171641.6,174018.3,176301.2,178503.5,180622.7,182675.1,184688.1,186653.1,188552.3,190367.3,192080,193702,195284.8,196876.1,198478.3,200085.2,201675.5,203218.1,204703.5,206107.2,207455.5,208660.8,209550.3,210306.4,211140.7,211998.6
Canada,WP14,24470.71,24784.55,25082.95,25335.95,25576.73,25813.2,26067.49,26397.87,26751.47,27214.91,27632.36,27987.11,28324.15,28651.46,28960.06,29263,29569.88,29867.57,30123.88,30367.05,30647.4,30971.29,31307.87,31601.84,31899.36,32202.91,32529.28,32848.66,33199.48,33582.17,33959.48,34298.53,34664.14,35032.23,35389.23,35676.46,36052.53,36494.34,37009.34,37555.21,37997.8,38224.83,38873.25,39936.36,41117.82
China,WP15,983164.1,997721,1013588,1029065,1043850,1059808,1077234,1096217,1115244,1133991,1153583,1170789,1184574,1197309,1209003,1220134,1230945,1241140,1250847,1260177,1269581,1278725,1286867,1294517,1302100,1310027,1318054,1325814,1333821,1342523,1351562,1360251,1369521,1379008,1387952,1396134,1404053,1412355,1419009,1423520,1426106,1426437,1425180,1422585,1419321
India,WP16,687354,703696,720312.9,737373,754875,772648,790690.1,808931,827343,846040,864972,883928,902957,922118,941164,960301,979678,999134.1,1018665,1038226,1057923,1077899,1097600,1116803,1135992,1154676,1172879,1190676,1207931,1225525,1243482,1261225,1278675,1295830,1312277,1328024,1343944,1359657,1374659,1389030,1402618,1414204,1425423,1438070,1450936
Japan,WP17,118358.8,118994.1,119485.8,119949,120384.4,120832.2,121366.7,121943.6,122477,122947.4,123399.8,123889.9,124383.7,124840,125286.8,125672.6,125975.3,126266,126549.2,126801.6,127027.8,127260.1,127484.6,127671.2,127815.8,127913.3,127997.2,128087.7,128156,128192.5,128185.2,128096.4,127928.3,127723.6,127486.6,127275.9,127160,127064.7,126913.4,126699.4,126304.5,125679.3,124997.6,124371,123753
Mexico,WP18,67300.34,68892.11,70433.26,71971.24,73506.84,75043.41,76585.64,78136.65,79695.52,81247.19,82820.17,84430.58,86044.81,87653.8,89259.2,90862.45,92452.7,94021.2,95575.25,97115.71,98625.55,100099.1,101548.6,102978.5,104394.1,105811.5,107253.7,108774.3,110374.3,111999.8,113623.9,115243.5,116818.2,118343.6,119784.2,121072.3,122251.4,123400,124573.7,125763,126799,127648.2,128613.1,129739.7,130861
IEO - Middle East,WP19,92190.6493,96275.1695,100524.7797,104364.834,108341.3232,112299.3295,116439.7612,120777.9909,124963.3877,129114.1965,132698.4322,136511.328,140777.0598,144161.9776,147426.9974,151006.7282,154619.1669,158377.0235,162306.1084,166344.2203,170466.2549,174918.0254,178910.303,183117.371,188121.148,193443.398,199075.009,204777.799,210305.939,215651.758,220950.445,226676.235,232530.982,238559.773,243751.124,249663.586,255160.893,259290.191,262582.395,266547.245,271661.3,274962.443,281875.704,289342.266,296307.043
Western Europe,WP21,472792.5494,475387.5424,477515.1634,479494.4032,481458.0323,483523.2388,485790.591,488116.1582,490706.7029,531439.4993,534310.043,551760.7485,553808.8702,571696.3141,573796.5027,575691.1344,577604.4114,579463.5716,581004.127,582294.0785,583894.6865,585491.6142,587691.7367,590351.3385,593085.3261,595746.8482,598319.5791,600988.4111,603746.8099,605992.3862,608032.5219,610134.6677,612166.6779,614375.2314,617139.6722,620522.2424,623486.414,625936.872,628358.9223,630445.0349,631037.9809,631456.9304,633409.2416,636246.9183,638055.1661
Other Americas,WP22,171656.911,175115.337,178659.007,182337.597,186104.728,189890.758,193691.444,197535.18,201610.071,205579.355,209589.553,213576.541,217547.134,221510.013,225442.654,229352.892,233212.628,237047.019,240863.314,244629.333,248288.354,251823.147,255275.604,258662.726,261991.696,265268.979,268495.542,271682.868,274847.685,278009.398,281130.446,284272.019,287452.808,290582.91,293697.671,296834.828,299957.5,302908.231,305728.398,308411.13,310879.868,313056.722,315310.385,317900.932,320512.597
Other Asia-Pacific,WP23,615359.871,629712.617,644524.859,660277.394,676245.788,692123.747,707830.209,723552.541,739583.063,755753.336,772033.617,788439.615,805614.158,823510.989,841246.58,858744.433,876310.073,893931.87,911445.147,928401.239,944649.364,960513.926,976343.008,992008.135,1007192.591,1022202.54,1037663.037,1053578.352,1069712.077,1085677.638,1101340.227,1116963.391,1132398.257,1147065.241,1161262.255,1174958.246,1188123.764,1201322.99,1214647.477,1228241.382,1241662.635,1254282.112,1266419.428,1278867.365,1291338.74
Eastern Europe and Eurasia,WP24,119479.663,120816.206,122078.004,123475.816,124899.402,126350.886,127790.778,129286.451,130771.98,132190.415,133854.116,134980.91,135914.997,136613.89,136813.139,136725.718,136596.756,136262.888,135195.051,134931.577,134874.691,134862.693,134942.007,135090.459,135364.57,135727.167,136115.658,136646.064,137265.833,138028.34,138921.784,139851.717,140881.252,142046.919,143241.418,142132.405,143374.246,144591.789,145769.362,146944.678,148046.763,149041.321,150113.349,148125.62,149552.028
